NAME,STATEFP,STATE_ABBR,SCOPE,CATEGORY,OWNER_CLASS,ITEM_TYPE,DATASET_NAME,SOURCE_ACCREDITATION,URL,DATA_AGE,DESCRIPTION,APPLICABLE_SYSTEM_TYPES,MIN_SYSTEM_SIZE_MW,MAX_SYSTEM_SIZE_MW,COST,STATUS,EFFECTIVE_DATE,EXPIRY_DATE,TIMEFRAME_DAYS
,37,NC,state,incentive,,,Lumbee River EMC - Residential Energy Efficiency Loan Program,,https://lumbeeriver.com/energy-loans/,,"Program-level record for a solar incentive available in North Carolina, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Dominion Energy (Gas) - Energy-Efficient Appliance Rebate Program,,https://www.dominionenergy.com/north-carolina-gas/save-energy/appliance-rebates,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,37,NC,state,incentive,,,Local Option - Commercial Property Assessed Capital Expenditure (C-PACE),,https://www.energync.org/c-pace,,"Program-level record for a solar incentive available in North Carolina, categorized as PACE Financing. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,37,NC,state,incentive,,,Property Tax Abatement for Solar Electric Systems,,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_105/GS_105-277.16A.html,,"Program-level record for a solar incentive available in North Carolina, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Town of Carrboro - Worthwhile Investments Save Energy (WISE) Homes and Buildings Program,,https://www.townofcarrboro.org/1848/WISE,,"Program-level record for a solar incentive available in North Carolina, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Piedmont EMC - Residential Solar and Energy Efficiency Loan Program,,https://www.pemc.com/energy-solutions/energy-efficiency/loans/,,"Program-level record for a solar incentive available in North Carolina, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Duke Energy - PowerPair,,https://www.duke-energy.com/home/products/powerpair,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,90
,37,NC,state,incentive,,,Haywood EMC - Residential Heat Pump and Weatherization Loan Program,,https://www.haywoodemc.com/save-money/loan-programs,,"Program-level record for a solar incentive available in North Carolina, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Union Power Cooperative - Residential Energy Efficient Loan Program,,https://union-power.com/energy-services/loans,,"Program-level record for a solar incentive available in North Carolina, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Randolph EMC - ElecTel Energy Efficiency Loan Program,,https://randolphemc.com/save-energy/loans,,"Program-level record for a solar incentive available in North Carolina, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Duke Energy Carolinas - Residential Energy Efficiency Rebate Program,,https://www.duke-energy.com/home/products/smart-saver,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,42
,37,NC,state,incentive,,,Active Solar Heating and Cooling Systems Exemption,,https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_105/GS_105-275.html,,"Program-level record for a solar incentive available in North Carolina, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,850000000.0,expired,"November 29, 2001",,360
,37,NC,state,incentive,,,Duke Energy - Non-Residential Energy Efficiency Rebate Program,,https://www.duke-energy.com/business/products/smart-saver,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,federal,incentive,,,North Carolina - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,,https://www.ncdot.gov/initiatives-policies/environmental/Pages/electric-vehicle-charging.aspx,,"Program-level record for a solar incentive available in North Carolina, categorized as Grant Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,EnergyUnited (Electric) - Residential Energy Efficiency Program,,https://www.energyunited.com/save/residential-rebates-and-programs,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Four-County EMC - Residential Energy Efficiency Rebate Program,,https://www.fourcty.org/rebates,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,50.0,active,,,
,37,NC,state,incentive,,,Piedmont EMC - Rate Discount for Energy Star Homes,,https://www.pemc.com/energy-solutions/energy-efficient-home-program/,,"Program-level record for a solar incentive available in North Carolina, categorized as Utility Rate Discount. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Tideland EMC - Weatherization Loan Program,,https://www.tidelandemc.com/Services/Energy-Products-and-Services/Weatherization-Loans,,"Program-level record for a solar incentive available in North Carolina, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Duke Energy - EV School Bus Program,,https://www.duke-energy.com/our-company/about-us/innovation/grid-modernization/electric-transportation/ev-school-bus-program,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Duke Energy - Improve & Save,,https://www.duke-energy.com/home/products/improve-and-save,,"Program-level record for a solar incentive available in North Carolina, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,4627.0,expired,,,
,37,NC,state,incentive,,,South River EMC - Residential Energy Efficiency Rebate Program,,https://www.sremc.com/rebates-and-incentives,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Carteret-Craven Electric Cooperative - Residential Energy Efficiency Rebate Program,,https://www.ccemc.com/energy-savings/rebates,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,300.0,active,,,
